Frequency(Hz)	Mag_Ydd(dB)	Mag_Ydq(dB)	Mag_Yqd(dB)	Mag_Yqq(dB)	Phase_Ydd(deg)	Phase_Ydq(deg)	Phase_Yqd(deg)	Phase_Yqq(deg)
6.900000000000000000e+01	-4.423852299648122255e+01	-4.705885565770434198e+01	-4.705885565770604728e+01	-4.423852299648196862e+01	-7.699111282920360111e+01	1.715290873900625002e+01	-1.628470912613901191e+02	-7.699111282928544142e+01
7.000000000000000000e+01	-4.460475404952043732e+01	-4.754941821527680901e+01	-4.754941821526077206e+01	-4.460475404953982093e+01	-7.765950961966063915e+01	1.642542924706219054e+01	-1.635745707528513151e+02	-7.765950961972026789e+01
7.100000000000000000e+01	-4.495408591854229030e+01	-4.802133567396260361e+01	-4.802133567395063096e+01	-4.495408591851550284e+01	-7.826564692070741103e+01	1.576186401077066535e+01	-1.642381359891885779e+02	-7.826564692058389028e+01
7.200000000000000000e+01	-4.528787527234215560e+01	-4.847601281389216155e+01	-4.847601281392811501e+01	-4.528787527232579180e+01	-7.881752501081179219e+01	1.515414425382330244e+01	-1.648458557463833074e+02	-7.881752501062604210e+01
7.250000000000000000e+01	-4.544932643788213511e+01	-4.869728569434067822e+01	-4.869728569439111254e+01	-4.544932643788851578e+01	-7.907525949624496775e+01	1.486906340468513754e+01	-1.651309365953274266e+02	-7.907525949630500861e+01
7.350000000000000000e+01	-4.576204177107391047e+01	-4.912842807567719206e+01	-4.912842807568421222e+01	-4.576204177107289439e+01	-7.955801340856685044e+01	1.433272687138818036e+01	-1.656672731287851832e+02	-7.955801340857509274e+01
7.450000000000000000e+01	-4.606202458457098459e+01	-4.954525209688871712e+01	-4.954525209688456755e+01	-4.606202458455810245e+01	-8.000141629814312694e+01	1.383717213432614024e+01	-1.661628278658344300e+02	-8.000141629843047042e+01
7.550000000000000000e+01	-4.635020580703994852e+01	-4.994873040495982508e+01	-4.994873040494525185e+01	-4.635020580704158988e+01	-8.040993105962594711e+01	1.337787978602375638e+01	-1.666221202139251432e+02	-8.040993105977825905e+01
7.600000000000000000e+01	-4.649013649904266288e+01	-5.014574318627248317e+01	-5.014574318626149818e+01	-4.649013649904781431e+01	-8.060232309585722987e+01	1.316059745090853284e+01	-1.668394025489051558e+02	-8.060232309593575906e+01
7.700000000000000000e+01	-4.676216426658479008e+01	-5.053082656193925715e+01	-5.053082656197453559e+01	-4.676216426657555303e+01	-8.096551276526840013e+01	1.274859198761231127e+01	-1.672514080126160252e+02	-8.096551276513244488e+01
7.800000000000000000e+01	-4.702434162663941208e+01	-5.090461280500952768e+01	-5.090461280500953478e+01	-4.702434162663590200e+01	-8.130241932410589811e+01	1.236411503689033076e+01	-1.676358849630036616e+02	-8.130241932397130711e+01
7.900000000000000000e+01	-4.727732388876114555e+01	-5.126779362992854772e+01	-5.126779362997346823e+01	-4.727732388870690272e+01	-8.161570660198705696e+01	1.200445573385548492e+01	-1.679955442664683289e+02	-8.161570660198358951e+01
7.950000000000000000e+01	-4.740055517450598899e+01	-5.144560633238337743e+01	-5.144560633238272374e+01	-4.740055517451763478e+01	-8.176423074219870557e+01	1.183318091153911134e+01	-1.681668190884923320e+02	-8.176423074229367671e+01
8.050000000000000000e+01	-4.764084507583454808e+01	-5.179404463759639299e+01	-5.179404463761477473e+01	-4.764084507583343964e+01	-8.204635250300258065e+01	1.150640155126588127e+01	-1.684935984488887755e+02	-8.204635250301656413e+01
8.200000000000000000e+01	-4.798679884466939427e+01	-5.229974652253968515e+01	-5.229974652265592994e+01	-4.798679884463111023e+01	-8.243568049578169621e+01	1.105211978499641035e+01	-1.689478802155576602e+02	-8.243568049571545941e+01
8.250000000000000000e+01	-4.809848958213041215e+01	-5.246404267317431902e+01	-5.246404267319101677e+01	-4.809848958212390357e+01	-8.255725533782296566e+01	1.090941610569462306e+01	-1.690905838942091748e+02	-8.255725533789754422e+01
8.300000000000000000e+01	-4.820845715066069914e+01	-5.262630009497107864e+01	-5.262630009495860861e+01	-4.820845715068604420e+01	-8.267503858562049857e+01	1.077075740221025413e+01	-1.692292425978300514e+02	-8.267503858578061227e+01
8.450000000000000000e+01	-4.852851879499971233e+01	-5.310137510148565809e+01	-5.310137510150862994e+01	-4.852851879497345067e+01	-8.300728312541741616e+01	1.037736201755679133e+01	-1.696226379824128969e+02	-8.300728312551288468e+01
8.550000000000000000e+01	-4.873415526106738582e+01	-5.340884300866961354e+01	-5.340884300871252321e+01	-4.873415526109050688e+01	-8.321267768474768900e+01	1.013238688571985335e+01	-1.698676131141793633e+02	-8.321267768451926372e+01
8.600000000000000000e+01	-4.883478132267632077e+01	-5.355994203284026867e+01	-5.355994203290448752e+01	-4.883478132270167293e+01	-8.331094773514305984e+01	1.001467018460980007e+01	-1.699853298158051587e+02	-8.331094773521563468e+01
8.700000000000000000e+01	-4.903184771092742267e+01	-5.385708570354665881e+01	-5.385708570352709046e+01	-4.903184771094836236e+01	-8.349923421827193692e+01	9.788158009712018881e+00	-1.702118419905060875e+02	-8.349923421802313328e+01
8.850000000000000000e+01	-4.931753384471712565e+01	-5.429076506914335454e+01	-5.429076506905390431e+01	-4.931753384471175394e+01	-8.376264803837176487e+01	9.469018344156697964e+00	-1.705309816555481746e+02	-8.376264803840028605e+01
8.900000000000000000e+01	-4.941025628919203427e+01	-5.443226520201591256e+01	-5.443226520203901941e+01	-4.941025628922538004e+01	-8.384577504529462999e+01	9.367731673317360119e+00	-1.706322683270995242e+02	-8.384577504536457582e+01
9.000000000000000000e+01	-4.959213271181024396e+01	-5.471088528388145278e+01	-5.471088528369676851e+01	-4.959213271184593452e+01	-8.400554431563084279e+01	9.172245804963996108e+00	-1.708277541950186276e+02	-8.400554431552262713e+01
9.150000000000000000e+01	-4.985646543596953251e+01	-5.511834843158525388e+01	-5.511834843155547503e+01	-4.985646543601931313e+01	-8.423017273933436400e+01	8.895500107769553466e+00	-1.711044998910506081e+02	-8.423017273921085746e+01
9.200000000000000000e+01	-4.994242445060755387e+01	-5.525149969724375154e+01	-5.525149969721776699e+01	-4.994242445061806279e+01	-8.430133228967106618e+01	8.807344209889143016e+00	-1.711926557900144132e+02	-8.430133228970450432e+01
9.250000000000000000e+01	-5.002735055025790700e+01	-5.538336374376535076e+01	-5.538336374370936710e+01	-5.002735055026028022e+01	-8.437074456703032865e+01	8.721118560305372469e+00	-1.712788814399692114e+02	-8.437074456656765165e+01
9.400000000000000000e+01	-5.027617214143910473e+01	-5.577150031136405772e+01	-5.577150031135282404e+01	-5.027617214146162183e+01	-8.456910359739096350e+01	8.473388177157854528e+00	-1.715266118225340790e+02	-8.456910359776591690e+01
9.500000000000000000e+01	-5.043731612686651999e+01	-5.602429811573451701e+01	-5.602429811571410312e+01	-5.043731612687311383e+01	-8.469367029958856108e+01	8.316769860431984185e+00	-1.716832301391767146e+02	-8.469367029968758231e+01
9.550000000000000000e+01	-5.051653115355681223e+01	-5.614898085400189132e+01	-5.614898085387048354e+01	-5.051653115356722168e+01	-8.475380663146840732e+01	8.240858408039709815e+00	-1.717591415919282269e+02	-8.475380663123161185e+01
9.700000000000000000e+01	-5.074898659927454503e+01	-5.651643218977189065e+01	-5.651643218965701720e+01	-5.074898659925005262e+01	-8.492618737344675139e+01	8.022124149082937805e+00	-1.719778758516326889e+02	-8.492618737294846198e+01
9.800000000000000000e+01	-5.089981831083323982e+01	-5.675611233050568671e+01	-5.675611233047782633e+01	-5.089981831082375408e+01	-8.503484523190516597e+01	7.883349110186588682e+00	-1.721166508900317638e+02	-8.503484523199240641e+01
9.850000000000000000e+01	-5.097404539976658100e+01	-5.687442595700593984e+01	-5.687442595707678805e+01	-5.097404539972058046e+01	-8.508741435891317906e+01	7.815949793825701875e+00	-1.721840502057509923e+02	-8.508741435890857474e+01
1.005000000000000000e+02	-5.126340863989584307e+01	-5.733793638066855891e+01	-5.733793638056915398e+01	-5.126340863983710960e+01	-8.528679227301385879e+01	7.558720946314342548e+00	-1.724412790542882306e+02	-8.528679227275485175e+01
1.010000000000000000e+02	-5.133393977445923184e+01	-5.745146542712770099e+01	-5.745146542717485261e+01	-5.133393977447223477e+01	-8.533407660286317764e+01	7.497330457521258040e+00	-1.725026695414124731e+02	-8.533407660309559617e+01
1.020000000000000000e+02	-5.147293143384396075e+01	-5.767582100580937521e+01	-5.767582100572008130e+01	-5.147293143384985115e+01	-8.542578554380776268e+01	7.377822461778857033e+00	-1.726221775389456923e+02	-8.542578554344089525e+01
1.035000000000000000e+02	-5.167644345716099252e+01	-5.800582962494978290e+01	-5.800582962496739725e+01	-5.167644345711945419e+01	-8.555661201098338609e+01	7.206300701017450017e+00	-1.727936992988617533e+02	-8.555661201091669454e+01
1.040000000000000000e+02	-5.174300498446649499e+01	-5.811415146587058445e+01	-5.811415146581425972e+01	-5.174300498451947306e+01	-8.559852707982548736e+01	7.151080385627396119e+00	-1.728489196142780315e+02	-8.559852708003852229e+01
1.050000000000000000e+02	-5.187428655327139637e+01	-5.832835738154609828e+01	-5.832835738165055517e+01	-5.187428655330006677e+01	-8.567995940120964349e+01	7.043416244498573064e+00	-1.729565837543680686e+02	-8.567995940109091180e+01
1.065000000000000000e+02	-5.206677479844298517e+01	-5.864376940391476012e+01	-5.864376940406911842e+01	-5.206677479852710633e+01	-8.579644160199528358e+01	6.888506412625234887e+00	-1.731114935872250555e+02	-8.579644160223944027e+01
1.070000000000000000e+02	-5.212979822764442162e+01	-5.874738463414398382e+01	-5.874738463394636767e+01	-5.212979822766982352e+01	-8.583384008540562604e+01	6.838537221096559371e+00	-1.731614627789498115e+02	-8.583384008498566686e+01
1.085000000000000000e+02	-5.231559255557368715e+01	-5.905383065658461561e+01	-5.905383065635896855e+01	-5.231559255562574151e+01	-8.594201368460385027e+01	6.693343977828362767e+00	-1.733066560218809968e+02	-8.594201368457419221e+01
1.095000000000000000e+02	-5.243682102301519876e+01	-5.925457424190832967e+01	-5.925457424199501588e+01	-5.243682102298697600e+01	-8.601095256986356219e+01	6.600286638517826709e+00	-1.733997133619692477e+02	-8.601095256960364566e+01
1.100000000000000000e+02	-5.249667231536457734e+01	-5.935391229173407623e+01	-5.935391229169430005e+01	-5.249667231536789558e+01	-8.604451825830992107e+01	6.554825534684859178e+00	-1.734451744676054830e+02	-8.604451825881176319e+01
1.120000000000000000e+02	-5.273119098050295861e+01	-5.974461024533717080e+01	-5.974461024543418830e+01	-5.273119098047799014e+01	-8.617310799945654765e+01	6.379712178112178833e+00	-1.736202878219284571e+02	-8.617310799938198329e+01
1.125000000000000000e+02	-5.278863972315870967e+01	-5.984066971868698204e+01	-5.984066971847141048e+01	-5.278863972317196840e+01	-8.620390769655791985e+01	6.337539053848715298e+00	-1.736624609458789621e+02	-8.620390769678270715e+01
1.135000000000000000e+02	-5.290217432178853585e+01	-6.003091556066343770e+01	-6.003091556049114530e+01	-5.290217432175015233e+01	-8.626398219086276242e+01	6.255017176145234004e+00	-1.737449828239014380e+02	-8.626398219071174367e+01
1.150000000000000000e+02	-5.306917829899067129e+01	-6.031173302466286401e+01	-6.031173302456072349e+01	-5.306917829906539907e+01	-8.635046412494152435e+01	6.135593358023223587e+00	-1.738644066428564372e+02	-8.635046412502047986e+01
1.155000000000000000e+02	-5.312399479165178207e+01	-6.040415888913587139e+01	-6.040415888915784137e+01	-5.312399479173053862e+01	-8.637836948599277775e+01	6.096896782315162078e+00	-1.739031032173906226e+02	-8.637836948545580640e+01
1.170000000000000000e+02	-5.328598250678007275e+01	-6.067800898708820512e+01	-6.067800898712270197e+01	-5.328598250676829196e+01	-8.645946966815064627e+01	5.983974241639067770e+00	-1.740160257578804988e+02	-8.645946966806511114e+01
1.180000000000000000e+02	-5.339198570036836600e+01	-6.085779595272563114e+01	-6.085779595256930463e+01	-5.339198570045572012e+01	-8.651145640152336114e+01	5.911220352816919821e+00	-1.740887796467980877e+02	-8.651145640207482757e+01
1.190000000000000000e+02	-5.349645403424472079e+01	-6.103542753768901719e+01	-6.103542753751482763e+01	-5.349645403420798573e+01	-8.656186677225991843e+01	5.840390520916966643e+00	-1.741596094795580143e+02	-8.656186677222370918e+01
1.205000000000000000e+02	-5.365037796282841498e+01	-6.129795539208770805e+01	-6.129795539216776490e+01	-5.365037796292570249e+01	-8.663467910996487831e+01	5.737582016303774068e+00	-1.742624179822122699e+02	-8.663467910950285500e+01
1.210000000000000000e+02	-5.370096669219145014e+01	-6.138444619813280667e+01	-6.138444619805059688e+01	-5.370096669217284102e+01	-8.665823520242922484e+01	5.704191836488004874e+00	-1.742958081641419881e+02	-8.665823520251345258e+01
1.230000000000000000e+02	-5.389986238516210904e+01	-6.172548649565291612e+01	-6.172548649577561264e+01	-5.389986238509691674e+01	-8.674908969660219782e+01	5.574797436029197861e+00	-1.744252025642642820e+02	-8.674908969614172349e+01
1.235000000000000000e+02	-5.394874597260744764e+01	-6.180954622867125892e+01	-6.180954622864526016e+01	-5.394874597257931015e+01	-8.677099662018574122e+01	5.543449821884244955e+00	-1.744565501776876886e+02	-8.677099662054769169e+01
1.250000000000000000e+02	-5.409345458611126389e+01	-6.205893769855286735e+01	-6.205893769849591735e+01	-5.409345458605297097e+01	-8.683488872964652217e+01	5.451687045161186518e+00	-1.745483129549143939e+02	-8.683488872868893793e+01
1.260000000000000000e+02	-5.418835281464792786e+01	-6.222293102617126692e+01	-6.222293102598793979e+01	-5.418835281461097964e+01	-8.687602218163253553e+01	5.392340374374541057e+00	-1.746076596258716336e+02	-8.687602218148435895e+01
1.265000000000000000e+02	-5.423534248644212852e+01	-6.230426348987520413e+01	-6.230426348996275010e+01	-5.423534248648753220e+01	-8.689616841901901978e+01	5.363195089608352006e+00	-1.746368049092460240e+02	-8.689616841886901000e+01
1.285000000000000000e+02	-5.442033293546820971e+01	-6.262528485762257446e+01	-6.262528485743252560e+01	-5.442033293540180949e+01	-8.697408019427176384e+01	5.249984712326821956e+00	-1.747500152872915180e+02	-8.697408019343701824e+01
1.290000000000000000e+02	-5.446585798481046936e+01	-6.270448776454905726e+01	-6.270448776464298390e+01	-5.446585798489092412e+01	-8.699291626761501561e+01	5.222494336333628695e+00	-1.747775056633326756e+02	-8.699291626755918116e+01
1.305000000000000000e+02	-5.460075865929374572e+01	-6.293964650131349714e+01	-6.293964650142468997e+01	-5.460075865922654259e+01	-8.704796369308553494e+01	5.141880336967003196e+00	-1.748581196651070115e+02	-8.704796369328005312e+01
1.315000000000000000e+02	-5.468933256491850869e+01	-6.309442268178742097e+01	-6.309442268192724157e+01	-5.468933256489728478e+01	-8.708349131004621313e+01	5.089631091244063654e+00	-1.749103689075365082e+02	-8.708349130955325279e+01
1.330000000000000000e+02	-5.482022164491991134e+01	-6.332367967602279890e+01	-6.332367967608848858e+01	-5.482022164497409733e+01	-8.713511484729555434e+01	5.013394713017156334e+00	-1.749866052862337824e+02	-8.713511484716430289e+01
1.340000000000000000e+02	-5.490620436163047202e+01	-6.347462819715492088e+01	-6.347462819728778527e+01	-5.490620436158391726e+01	-8.716846686047183823e+01	4.963939044944519985e+00	-1.750360609551034656e+02	-8.716846686052799953e+01
1.350000000000000000e+02	-5.499119477380185117e+01	-6.362410264119530723e+01	-6.362410264122409131e+01	-5.499119477385118415e+01	-8.720100442449512457e+01	4.915535437856113354e+00	-1.750844645625786029e+02	-8.720100442371547445e+01
1.365000000000000000e+02	-5.511687180391770369e+01	-6.384561784236015569e+01	-6.384561784261272521e+01	-5.511687180392065244e+01	-8.724834801589946665e+01	4.844826898120599523e+00	-1.751551731008435979e+02	-8.724834801719296706e+01
1.370000000000000000e+02	-5.515829331399992697e+01	-6.391875209612283726e+01	-6.391875209641415978e+01	-5.515829331399427815e+01	-8.726375315570868452e+01	4.821746679081378772e+00	-1.751782533211826660e+02	-8.726375315686122747e+01
1.390000000000000000e+02	-5.532169822058624220e+01	-6.420786381554580657e+01	-6.420786381560310474e+01	-5.532169822062094511e+01	-8.732358140883539477e+01	4.731768014639928133e+00	-1.752682319847648671e+02	-8.732358140884696240e+01
1.395000000000000000e+02	-5.536199232143117399e+01	-6.427930267822614496e+01	-6.427930267829336231e+01	-5.536199232151027871e+01	-8.733810603572715081e+01	4.709840311833631610e+00	-1.752901596876465362e+02	-8.733810603504862513e+01
1.415000000000000000e+02	-5.552101580417190974e+01	-6.456180138639028598e+01	-6.456180138605152763e+01	-5.552101580424612592e+01	-8.739456334415631034e+01	4.624291714717985613e+00	-1.753757082844202273e+02	-8.739456334325174680e+01
1.420000000000000000e+02	-5.556024550825923569e+01	-6.463162782629682113e+01	-6.463162782639896875e+01	-5.556024550837818765e+01	-8.740828130041192878e+01	4.603428442046375579e+00	-1.753965715556053624e+02	-8.740828130036310029e+01
1.435000000000000000e+02	-5.567670897713745148e+01	-6.483924067598987051e+01	-6.483924067650794143e+01	-5.567670897717440681e+01	-8.744852623990394136e+01	4.542045063988298992e+00	-1.754579549357344206e+02	-8.744852624119852180e+01
1.445000000000000000e+02	-5.575335218566044659e+01	-6.497612350799553838e+01	-6.497612350779574797e+01	-5.575335218563950690e+01	-8.747462378539970018e+01	4.502098008189539868e+00	-1.754979019937822784e+02	-8.747462378537677807e+01
1.460000000000000000e+02	-5.586686124641592244e+01	-6.517921649715043486e+01	-6.517921649701771969e+01	-5.586686124636511153e+01	-8.751271910526098452e+01	4.443582627039594612e+00	-1.755564173740825140e+02	-8.751271910455082548e+01
1.470000000000000000e+02	-5.594158747464962289e+01	-6.531315654925315073e+01	-6.531315654947653115e+01	-5.594158747461357706e+01	-8.753744162142275798e+01	4.405477261315964732e+00	-1.755945227401142859e+02	-8.753744162160133158e+01
1.480000000000000000e+02	-5.601557505042141827e+01	-6.544595733145996519e+01	-6.544595733176893759e+01	-5.601557505045019525e+01	-8.756164468954833069e+01	4.368071407546239904e+00	-1.756319285906340895e+02	-8.756164469009121376e+01
1.495000000000000000e+02	-5.612520482558431212e+01	-6.564306748936841984e+01	-6.564306748951936754e+01	-5.612520482559865087e+01	-8.759701095313710084e+01	4.313230702389302174e+00	-1.756867692976289277e+02	-8.759701095343245925e+01
1.505000000000000000e+02	-5.619741176389229054e+01	-6.577310937755987652e+01	-6.577310937724685402e+01	-5.619741176378578018e+01	-8.761998555238453434e+01	4.277487856051481963e+00	-1.757225121411371731e+02	-8.761998555210284678e+01
1.520000000000000000e+02	-5.630443822076607319e+01	-6.596617308363514098e+01	-6.596617308400244895e+01	-5.630443822076685478e+01	-8.765357994668200092e+01	4.225054700948878583e+00	-1.757749452962046348e+02	-8.765357994716913481e+01
1.530000000000000000e+02	-5.637495310440805696e+01	-6.609357662550584678e+01	-6.609357662547233758e+01	-5.637495310437374485e+01	-8.767541829562840405e+01	4.190861480513937032e+00	-1.758091385194063605e+02	-8.767541829646695817e+01
1.545000000000000000e+02	-5.647950410674668120e+01	-6.628276852034136368e+01	-6.628276852015204668e+01	-5.647950410692093470e+01	-8.770737222258034649e+01	4.140673765032388154e+00	-1.758593262324362172e+02	-8.770737222290701141e+01
1.550000000000000000e+02	-5.651403509800739755e+01	-6.634533096391615459e+01	-6.634533096405597519e+01	-5.651403509799497016e+01	-8.771781559788577454e+01	4.124230528203362667e+00	-1.758757694693673841e+02	-8.771781559878408530e+01
1.570000000000000000e+02	-5.665060309601422261e+01	-6.659312937480217442e+01	-6.659312937493520224e+01	-5.665060309593626187e+01	-8.775858978721556980e+01	4.059837306316027572e+00	-1.759401626918091779e+02	-8.775858978713657166e+01
1.575000000000000000e+02	-5.668436349553741138e+01	-6.665447637065143738e+01	-6.665447637071542886e+01	-5.668436349549914155e+01	-8.776854074305246911e+01	4.044074884349544874e+00	-1.759559251151291619e+02	-8.776854074253010651e+01
1.595000000000000000e+02	-5.681792146701908308e+01	-6.689751335321579973e+01	-6.689751335294384660e+01	-5.681792146701134527e+01	-8.780741557024749966e+01	3.982316852628092541e+00	-1.760176831469468652e+02	-8.780741556895445399e+01
1.600000000000000000e+02	-5.685094693032070978e+01	-6.695769443610291205e+01	-6.695769443640928387e+01	-5.685094693027244972e+01	-8.781690859659914850e+01	3.967191993291428798e+00	-1.760328080099583303e+02	-8.781690859726626286e+01
1.620000000000000000e+02	-5.698163249399108565e+01	-6.719616183547852017e+01	-6.719616183527402598e+01	-5.698163249413290998e+01	-8.785401560119237274e+01	3.907903643051675591e+00	-1.760920963566111652e+02	-8.785401560100849849e+01
1.625000000000000000e+02	-5.701395622179500577e+01	-6.725522344734736180e+01	-6.725522344732242175e+01	-5.701395622176370637e+01	-8.786308205326534448e+01	3.893376759902056783e+00	-1.761066232414976582e+02	-8.786308205295100038e+01
1.645000000000000000e+02	-5.714189762708262776e+01	-6.748930126113410211e+01	-6.748930126086497694e+01	-5.714189762713260023e+01	-8.789854091469453579e+01	3.836406504821038066e+00	-1.761635934952579703e+02	-8.789854091410526848e+01
1.650000000000000000e+02	-5.717355058462849371e+01	-6.754728700822367671e+01	-6.754728700803603658e+01	-5.717355058463208906e+01	-8.790720934430306954e+01	3.822441311568655742e+00	-1.761775586889138765e+02	-8.790720934460266278e+01
1.670000000000000000e+02	-5.729886754101012514e+01	-6.777714436436801293e+01	-6.777714436434713718e+01	-5.729886754105551461e+01	-8.794112918531676826e+01	3.767650022395812925e+00	-1.762323499755241869e+02	-8.794112918481502561e+01
1.680000000000000000e+02	-5.736076470341199496e+01	-6.789084386617852829e+01	-6.789084386636834267e+01	-5.736076470342806033e+01	-8.795765066175263769e+01	3.740878246301424959e+00	-1.762591217503893404e+02	-8.795765066225523299e+01
1.695000000000000000e+02	-5.745268307262431051e+01	-6.805989128452503678e+01	-6.805989128525399678e+01	-5.745268307245459738e+01	-8.798190616893833749e+01	3.701472930532204497e+00	-1.762985270725122291e+02	-8.798190616978740763e+01
1.705000000000000000e+02	-5.751335587422771312e+01	-6.817160572440981525e+01	-6.817160572459572165e+01	-5.751335587420845741e+01	-8.799773591730701128e+01	3.675690644290574571e+00	-1.763243093552166556e+02	-8.799773591691631225e+01
1.720000000000000000e+02	-5.760347605807367444e+01	-6.833773056702473525e+01	-6.833773056677762270e+01	-5.760347605819297456e+01	-8.802098696172448911e+01	3.637726668978411571e+00	-1.763622733315766311e+02	-8.802098696156681967e+01
1.730000000000000000e+02	-5.766297488443207442e+01	-6.844753231840547869e+01	-6.844753231852087083e+01	-5.766297488437076879e+01	-8.803616828057870691e+01	3.612877735886790287e+00	-1.763871222616066063e+02	-8.803616828185707277e+01
1.745000000000000000e+02	-5.775137008513696912e+01	-6.861084005648456241e+01	-6.861084005714326395e+01	-5.775137008511219960e+01	-8.805847709021256264e+01	3.576274179331236258e+00	-1.764237258192607953e+02	-8.805847708992486389e+01
1.760000000000000000e+02	-5.783876355899141686e+01	-6.877250571317684091e+01	-6.877250571337656027e+01	-5.783876355900797961e+01	-8.808024830528552229e+01	3.540450586264505706e+00	-1.764595494126375570e+02	-8.808024830498810331e+01
1.770000000000000000e+02	-5.789648116636314512e+01	-6.887938772041795232e+01	-6.887938772109144736e+01	-5.789648116622152685e+01	-8.809447348890931551e+01	3.516988763638118076e+00	-1.764830112356964378e+02	-8.809447349007429295e+01
1.785000000000000000e+02	-5.798225763702068036e+01	-6.903839307107885759e+01	-6.903839307156145821e+01	-5.798225763696584067e+01	-8.811539174330553692e+01	3.482408545824242641e+00	-1.765175914554736210e+02	-8.811539174379491612e+01
1.795000000000000000e+02	-5.803891834726454135e+01	-6.914353237752995085e+01	-6.914353237771091187e+01	-5.803891834716296216e+01	-8.812906535596135882e+01	3.459753120096796586e+00	-1.765402468804315106e+02	-8.812906535650874673e+01
1.815000000000000000e+02	-5.815101205179772137e+01	-6.935177923570334713e+01	-6.935177923594793015e+01	-5.815101205172708632e+01	-8.815578304623429062e+01	3.415367085598975283e+00	-1.765846329184943500e+02	-8.815578304605209325e+01
1.820000000000000000e+02	-5.817878425468155257e+01	-6.940342436814256644e+01	-6.940342436793361003e+01	-5.817878425457772096e+01	-8.816233489678384672e+01	3.404458481465376440e+00	-1.765955415210993351e+02	-8.816233489692007197e+01
1.840000000000000000e+02	-5.828889083556254747e+01	-6.960837203123173822e+01	-6.960837203116375349e+01	-5.828889083570659579e+01	-8.818804965006252417e+01	3.361552164801147935e+00	-1.766384478360693890e+02	-8.818804964963538850e+01
1.845000000000000000e+02	-5.831617559179824184e+01	-6.965920616344661198e+01	-6.965920616328696724e+01	-5.831617559190274847e+01	-8.819435800219419264e+01	3.351003826787401163e+00	-1.766489961702362450e+02	-8.819435800227790878e+01
1.865000000000000000e+02	-5.842436845021430258e+01	-6.986096331466933407e+01	-6.986096331447075158e+01	-5.842436845031596704e+01	-8.821912638287001585e+01	3.309501548671398119e+00	-1.766904984541178578e+02	-8.821912638234145732e+01
1.870000000000000000e+02	-5.845118358779185286e+01	-6.991101291634799964e+01	-6.991101291659194317e+01	-5.845118358777337875e+01	-8.822520483863287666e+01	3.299295219822810044e+00	-1.767007047811595726e+02	-8.822520483779128142e+01
1.890000000000000000e+02	-5.855753203954340336e+01	-7.010968275062951705e+01	-7.010968275090820612e+01	-5.855753203964062692e+01	-8.824907921510094866e+01	3.259126476984441467e+00	-1.767408735224968837e+02	-8.824907921472906480e+01
1.900000000000000000e+02	-5.861016815280618175e+01	-7.020811421768573268e+01	-7.020811421759820803e+01	-5.861016815269520919e+01	-8.826075950588561625e+01	3.239426889447724722e+00	-1.767605731171703951e+02	-8.826075950558563932e+01
1.915000000000000000e+02	-5.868846397937157633e+01	-7.035465356599488018e+01	-7.035465356577992679e+01	-5.868846397934045456e+01	-8.827796930191530578e+01	3.210344223702815913e+00	-1.767896557775361259e+02	-8.827796930151950505e+01
1.930000000000000000e+02	-5.876598455304124968e+01	-7.049988571608393784e+01	-7.049988571562087714e+01	-5.876598455307608049e+01	-8.829481702207623073e+01	3.181807071048750934e+00	-1.768181929258673222e+02	-8.829481702137954358e+01
1.940000000000000000e+02	-5.881724221978429767e+01	-7.059599297434044729e+01	-7.059599297426072440e+01	-5.881724221965548338e+01	-8.830585341123853027e+01	3.163077538793894750e+00	-1.768369224605710031e+02	-8.830585341052861281e+01
1.960000000000000000e+02	-5.891876389867156405e+01	-7.078652506220203122e+01	-7.078652506165012426e+01	-5.891876389873078779e+01	-8.832747198456748094e+01	3.126306719760123531e+00	-1.768736932808698157e+02	-8.832747198359295737e+01
1.965000000000000000e+02	-5.894394059915455131e+01	-7.083381257397805086e+01	-7.083381257452514035e+01	-5.894394059936711727e+01	-8.833278431556821886e+01	3.117254215887135249e+00	-1.768827457844325295e+02	-8.833278431612315273e+01
1.985000000000000000e+02	-5.904384897346381678e+01	-7.102160562468669980e+01	-7.102160562460534265e+01	-5.904384897367299345e+01	-8.835367585440401683e+01	3.081589220427302767e+00	-1.769184107754043964e+02	-8.835367585416919667e+01
1.990000000000000000e+02	-5.906862913087454103e+01	-7.106821871094939524e+01	-7.106821871145747593e+01	-5.906862913094894196e+01	-8.835881113369585194e+01	3.072806684470944294e+00	-1.769271933143440378e+02	-8.835881113455890556e+01
2.010000000000000000e+02	-5.916697763213193895e+01	-7.125335424035142751e+01	-7.125335424037592702e+01	-5.916697763231969276e+01	-8.837901251189030916e+01	3.038196544759831141e+00	-1.769618034554818564e+02	-8.837901251218524123e+01
2.025000000000000000e+02	-5.923994240924020716e+01	-7.139084490669850425e+01	-7.139084490722540011e+01	-5.923994240954943535e+01	-8.839381637859052887e+01	3.012771659919321721e+00	-1.769872283379311284e+02	-8.839381638002458885e+01
2.035000000000000000e+02	-5.928821364497449053e+01	-7.148186861671285897e+01	-7.148186861619359433e+01	-5.928821364494565671e+01	-8.840352525870272871e+01	2.996068516618155098e+00	-1.770039314811495217e+02	-8.840352525840887665e+01
