Frequency(Hz)	Mag_Ydd(dB)	Mag_Ydq(dB)	Mag_Yqd(dB)	Mag_Yqq(dB)	Phase_Ydd(deg)	Phase_Ydq(deg)	Phase_Yqd(deg)	Phase_Yqq(deg)
2.055000000000000000e+02	-5.938388058880868670e+01	-7.166241431586658450e+01	-7.166241431584803934e+01	-5.938388058884008558e+01	-8.842256950716198105e+01	2.963238582274759558e+00	-1.770367614165037082e+02	-8.842256950752683053e+01
2.060000000000000000e+02	-5.940761763433424392e+01	-7.170724207241242709e+01	-7.170724207224506586e+01	-5.940761763437485854e+01	-8.842725453562906068e+01	2.955148675760906229e+00	-1.770448513273514095e+02	-8.842725453636965938e+01
2.080000000000000000e+02	-5.950186062469973081e+01	-7.188533944597338632e+01	-7.188533944700095901e+01	-5.950186062463580328e+01	-8.844569935578023490e+01	2.923246913016630533e+00	-1.770767530832886223e+02	-8.844569935580489073e+01
2.090000000000000000e+02	-5.954856516982057713e+01	-7.197366951816353264e+01	-7.197366951801440393e+01	-5.954856516988986925e+01	-8.845474856352448967e+01	2.907565147003734918e+00	-1.770924348496077130e+02	-8.845474856383160045e+01
2.105000000000000000e+02	-5.961811047233644700e+01	-7.210528140827138088e+01	-7.210528140855329582e+01	-5.961811047226454008e+01	-8.846811205502957876e+01	2.884370153083921640e+00	-1.771156298499520290e+02	-8.846811205525406763e+01
2.120000000000000000e+02	-5.968705198036482784e+01	-7.223584908328079734e+01	-7.223584908262752435e+01	-5.968705198007561563e+01	-8.848122951035053063e+01	2.861559336734224246e+00	-1.771384406652180417e+02	-8.848122950951362498e+01
2.130000000000000000e+02	-5.973268298257353592e+01	-7.232232258328343733e+01	-7.232232258383295687e+01	-5.973268298276443034e+01	-8.848984120424034927e+01	2.846560697454003641e+00	-1.771534392971142893e+02	-8.848984120514933238e+01
2.150000000000000000e+02	-5.982316725689615566e+01	-7.249392009022305672e+01	-7.249392009042668406e+01	-5.982316725688108505e+01	-8.850675361193026447e+01	2.817051380404160366e+00	-1.771829486266530012e+02	-8.850675361242608119e+01
2.155000000000000000e+02	-5.984562855805866377e+01	-7.253654187323267877e+01	-7.253654187297256328e+01	-5.984562855792339064e+01	-8.851091831945086597e+01	2.809773705883981787e+00	-1.771902262966632975e+02	-8.851091831849463176e+01
2.175000000000000000e+02	-5.993484602324853938e+01	-7.270593646721221148e+01	-7.270593646654582187e+01	-5.993484602333664668e+01	-8.852733048900137192e+01	2.781051750427848468e+00	-1.772189482518500370e+02	-8.852733048774643976e+01
2.190000000000000000e+02	-6.000111028504905164e+01	-7.283185148985094770e+01	-7.283185149006436632e+01	-6.000111028506584887e+01	-8.853938684720425556e+01	2.759909495338908059e+00	-1.772400905009378675e+02	-8.853938684853652319e+01
2.200000000000000000e+02	-6.004498287791210487e+01	-7.291526482907354989e+01	-7.291526482831660871e+01	-6.004498287774229937e+01	-8.854730729076582918e+01	2.746000112463462983e+00	-1.772539998932399214e+02	-8.854730729151005164e+01
2.220000000000000000e+02	-6.013201202560483694e+01	-7.308083939211466884e+01	-7.308083939232182047e+01	-6.013201202561664616e+01	-8.856287452746977351e+01	2.718615609944998734e+00	-1.772813843943947347e+02	-8.856287452626222034e+01
2.225000000000000000e+02	-6.015362212828534183e+01	-7.312197533948479133e+01	-7.312197533912838310e+01	-6.015362212826514110e+01	-8.856671049719591338e+01	2.711858256284493507e+00	-1.772881417429889268e+02	-8.856671049725720479e+01
2.245000000000000000e+02	-6.023948379013683052e+01	-7.328550425249218847e+01	-7.328550425149460068e+01	-6.023948379015028820e+01	-8.858183686791271327e+01	2.685175486076710527e+00	-1.773148245155529708e+02	-8.858183686837506343e+01
2.255000000000000000e+02	-6.028207192246138391e+01	-7.336666704570994568e+01	-7.336666704550263773e+01	-6.028207192254172497e+01	-8.858927218198908804e+01	2.672038235336553935e+00	-1.773279617622780222e+02	-8.858927218170722995e+01
2.270000000000000000e+02	-6.034553290409534299e+01	-7.348767059837977911e+01	-7.348767059810725755e+01	-6.034553290413109039e+01	-8.860026942842010556e+01	2.652581530172654745e+00	-1.773474184639369469e+02	-8.860026942769177083e+01
2.290000000000000000e+02	-6.042937426314239246e+01	-7.364764695941774164e+01	-7.364764695871591016e+01	-6.042937426328150963e+01	-8.861464913188976311e+01	2.627093560134653227e+00	-1.773729064415056769e+02	-8.861464913082268424e+01
2.295000000000000000e+02	-6.045019853486772377e+01	-7.368740112656219310e+01	-7.368740112693778599e+01	-6.045019853493325712e+01	-8.861819460989882202e+01	2.620801020372224510e+00	-1.773791989827865052e+02	-8.861819460930443881e+01
2.315000000000000000e+02	-6.053296020260158627e+01	-7.384547235246039065e+01	-7.384547235326967041e+01	-6.053296020236581398e+01	-8.863218368942719394e+01	2.595941377188593080e+00	-1.774040586264083288e+02	-8.863218369014761322e+01
2.330000000000000000e+02	-6.059447732037905610e+01	-7.396304605034416113e+01	-7.396304604974679364e+01	-6.059447732045720159e+01	-8.864247749762020590e+01	2.577616089678358424e+00	-1.774223839104900833e+02	-8.864247749832033207e+01
2.340000000000000000e+02	-6.063522908734213956e+01	-7.404096880805396097e+01	-7.404096880748733156e+01	-6.063522908732161198e+01	-8.864924807907397053e+01	2.565547920232706947e+00	-1.774344520821120170e+02	-8.864924807846148269e+01
2.360000000000000000e+02	-6.071611934957645218e+01	-7.419572701807369697e+01	-7.419572701890371036e+01	-6.071611934950527711e+01	-8.866257392881252031e+01	2.541760420321074854e+00	-1.774582395821882699e+02	-8.866257392852035935e+01
2.365000000000000000e+02	-6.073621571808273245e+01	-7.423419259289624961e+01	-7.423419259204044351e+01	-6.073621571804874009e+01	-8.866586138579883425e+01	2.535884959436703223e+00	-1.774641150387449215e+02	-8.866586138530932715e+01
2.385000000000000000e+02	-6.081610429016696173e+01	-7.438717178626151849e+01	-7.438717178577849154e+01	-6.081610428995752926e+01	-8.867883941570092077e+01	2.512662489156070489e+00	-1.774873375098533472e+02	-8.867883941731233222e+01
2.400000000000000000e+02	-6.087550615488498806e+01	-7.450099062023920737e+01	-7.450099061958886182e+01	-6.087550615486325256e+01	-8.868839638830145589e+01	2.495533256980522641e+00	-1.775044667467076067e+02	-8.868839638847641993e+01
2.410000000000000000e+02	-6.091486613977527043e+01	-7.457644001269012790e+01	-7.457644001254175237e+01	-6.091486613967633446e+01	-8.869468562671538336e+01	2.484247744251777412e+00	-1.775157522544708684e+02	-8.869468562653973720e+01
2.430000000000000000e+02	-6.099301591166103265e+01	-7.472632162403296263e+01	-7.472632162544398682e+01	-6.099301591167441927e+01	-8.870707174022965091e+01	2.461991341417755219e+00	-1.775380086615471953e+02	-8.870707173971500481e+01
2.440000000000000000e+02	-6.103180953537172115e+01	-7.480076012796776297e+01	-7.480076012694929943e+01	-6.103180953533428266e+01	-8.871317061401872195e+01	2.451017451027110550e+00	-1.775489825485161361e+02	-8.871317061353443023e+01
2.455000000000000000e+02	-6.108965367493155441e+01	-7.491179866273189702e+01	-7.491179866205085602e+01	-6.108965367477963326e+01	-8.872220391911066883e+01	2.434745406608000984e+00	-1.775652545933163822e+02	-8.872220391817378982e+01
2.475000000000000000e+02	-6.116614238651990831e+01	-7.505870996816982199e+01	-7.505870996799711747e+01	-6.116614238635730771e+01	-8.873403856805400380e+01	2.413394327211445312e+00	-1.775866056758262630e+02	-8.873403856701521875e+01
2.480000000000000000e+02	-6.118515234535142611e+01	-7.509523667309289863e+01	-7.509523667307858830e+01	-6.118515234533555258e+01	-8.873696053316285770e+01	2.408117009392980457e+00	-1.775918829884140280e+02	-8.873696053344957591e+01
2.500000000000000000e+02	-6.126074988825669720e+01	-7.524054986656832966e+01	-7.524054986747110263e+01	-6.126074988807557986e+01	-8.874850492942411506e+01	2.387244537036273151e+00	-1.776127554602628322e+02	-8.874850493027783216e+01
2.515000000000000000e+02	-6.131698964366606930e+01	-7.534871137551699860e+01	-7.534871137658201690e+01	-6.131698964364578330e+01	-8.875701558869810981e+01	2.371834257920805378e+00	-1.776281657405280328e+02	-8.875701558936781055e+01
2.525000000000000000e+02	-6.135426768485384486e+01	-7.542043218648515790e+01	-7.542043218594859866e+01	-6.135426768487470639e+01	-8.876262062584322621e+01	2.361674570803377726e+00	-1.776383254306965966e+02	-8.876262062620882887e+01
2.545000000000000000e+02	-6.142831485342196629e+01	-7.556295759532878265e+01	-7.556295759442689075e+01	-6.142831485369696765e+01	-8.877366937439593642e+01	2.341622848554905989e+00	-1.776583771383185422e+02	-8.877366937420462989e+01
2.555000000000000000e+02	-6.146508720280864679e+01	-7.563376754177022576e+01	-7.563376754266823809e+01	-6.146508720255469171e+01	-8.877911465849835793e+01	2.331728423765864644e+00	-1.776682715675666202e+02	-8.877911465975051897e+01
2.570000000000000000e+02	-6.151993611998687328e+01	-7.573942390244593525e+01	-7.573942390340698694e+01	-6.151993612011231249e+01	-8.878718588110437793e+01	2.317047757487774362e+00	-1.776829522414434450e+02	-8.878718588076723961e+01
2.590000000000000000e+02	-6.159249817142345762e+01	-7.587926988485983770e+01	-7.587926988428158381e+01	-6.159249817145723682e+01	-8.879777088292978249e+01	2.297768046314871082e+00	-1.777022319508481587e+02	-8.879777088207372060e+01
2.595000000000000000e+02	-6.161053818859703313e+01	-7.591404970508129679e+01	-7.591404970558193099e+01	-6.161053818869943655e+01	-8.880038619527836374e+01	2.292999787804699263e+00	-1.777070002119975811e+02	-8.880038619521360488e+01
2.615000000000000000e+02	-6.168230183050511073e+01	-7.605245157661894950e+01	-7.605245157667718559e+01	-6.168230183091105800e+01	-8.881072633326542132e+01	2.274129333213500193e+00	-1.777258706626023184e+02	-8.881072633215737255e+01
2.635000000000000000e+02	-6.175343987442767002e+01	-7.618972012990580822e+01	-7.618972013025248202e+01	-6.175343987423125469e+01	-8.882087677142763482e+01	2.255576741976855537e+00	-1.777444232579106540e+02	-8.882087677070579446e+01
2.640000000000000000e+02	-6.177112796858943966e+01	-7.622386242423957015e+01	-7.622386242280448698e+01	-6.177112796857623778e+01	-8.882338536343239355e+01	2.250987293430636527e+00	-1.777490127153001538e+02	-8.882338536435605647e+01
2.660000000000000000e+02	-6.184149989103649148e+01	-7.635974097001381722e+01	-7.635974096963740010e+01	-6.184149989090987276e+01	-8.883330608208622436e+01	2.232820538353652573e+00	-1.777671794680902622e+02	-8.883330608169167419e+01
2.680000000000000000e+02	-6.191127123869762983e+01	-7.649452823030370041e+01	-7.649452823090625486e+01	-6.191127123839720525e+01	-8.884304870761174300e+01	2.214953636974152040e+00	-1.777850463607723270e+02	-8.884304870820923838e+01
2.685000000000000000e+02	-6.192862148795255450e+01	-7.652805664435018684e+01	-7.652805664373306627e+01	-6.192862148744310247e+01	-8.884545711095772447e+01	2.210532874861534491e+00	-1.777894671234811597e+02	-8.884545710915638494e+01
2.705000000000000000e+02	-6.199765702991865624e+01	-7.666150494093497514e+01	-7.666150494077967892e+01	-6.199765702980174353e+01	-8.885498391697659315e+01	2.193030189896481907e+00	-1.778069698062654425e+02	-8.885498391850408950e+01
2.720000000000000000e+02	-6.204905443769953166e+01	-7.676090011730585161e+01	-7.676090011644119215e+01	-6.204905443764768336e+01	-8.886201890132556969e+01	2.180089425441077200e+00	-1.778199105744646431e+02	-8.886201890172931428e+01
2.730000000000000000e+02	-6.208314113991143302e+01	-7.682683848781346114e+01	-7.682683848924418157e+01	-6.208314114013182916e+01	-8.886665750573439482e+01	2.171549280640708179e+00	-1.778284507081082779e+02	-8.886665750704212030e+01
2.750000000000000000e+02	-6.215089231682196669e+01	-7.695794443210704117e+01	-7.695794443329057799e+01	-6.215089231682591731e+01	-8.887581385315202454e+01	2.154674040264869639e+00	-1.778453259585983801e+02	-8.887581385393188782e+01
2.765000000000000000e+02	-6.220134099945931183e+01	-7.705560750780529133e+01	-7.705560750683568472e+01	-6.220134099929581595e+01	-8.888257745333714865e+01	2.142193710486358427e+00	-1.778578062894131051e+02	-8.888257745246740171e+01
2.775000000000000000e+02	-6.223480200873714807e+01	-7.712040267054359788e+01	-7.712040267010992523e+01	-6.223480200863642153e+01	-8.888703812890710765e+01	2.133955818850659547e+00	-1.778660441822057408e+02	-8.888703812981856345e+01
2.795000000000000000e+02	-6.230131777460543674e+01	-7.724924936000203957e+01	-7.724924936039448653e+01	-6.230131777442178986e+01	-8.889584561163717069e+01	2.117674047344491051e+00	-1.778823259493565843e+02	-8.889584561191846035e+01
2.805000000000000000e+02	-6.233437480828673216e+01	-7.731330476797114670e+01	-7.731330476834973808e+01	-6.233437480843389267e+01	-8.890019340177515517e+01	2.109628621273534677e+00	-1.778903713849077803e+02	-8.890019340221024891e+01
2.820000000000000000e+02	-6.238371244383817782e+01	-7.740893332915018732e+01	-7.740893332981316632e+01	-6.238371244373596625e+01	-8.890664649823830246e+01	2.097677645419710135e+00	-1.779023223522274861e+02	-8.890664649764947569e+01
2.840000000000000000e+02	-6.244903893251014182e+01	-7.753559941505479003e+01	-7.753559941451796078e+01	-6.244903893239915504e+01	-8.891512503982214355e+01	2.081957861841571056e+00	-1.779180421327887416e+02	-8.891512503991640415e+01
2.850000000000000000e+02	-6.248150872990784421e+01	-7.759857717548834444e+01	-7.759857717495830798e+01	-6.248150873000643912e+01	-8.891931151236401831e+01	2.074188420770743946e+00	-1.779258115802468865e+02	-8.891931151346751960e+01
2.865000000000000000e+02	-6.252997458753295490e+01	-7.769260480302887117e+01	-7.769260480200551910e+01	-6.252997458738150272e+01	-8.892552647314906267e+01	2.062645330472793415e+00	-1.779373546732902582e+02	-8.892552647313354441e+01
2.885000000000000000e+02	-6.259415532734603715e+01	-7.781716480199804664e+01	-7.781716480339925113e+01	-6.259415532747710387e+01	-8.893369448607519701e+01	2.047458272848281968e+00	-1.779525417241505636e+02	-8.893369448657824705e+01
2.895000000000000000e+02	-6.262605924046429351e+01	-7.787910151745963105e+01	-7.787910151791719215e+01	-6.262605924046552985e+01	-8.893772861111676775e+01	2.039950528400392482e+00	-1.779600494620477491e+02	-8.893772861426730003e+01
2.910000000000000000e+02	-6.267368484476912727e+01	-7.797158231931501859e+01	-7.797158231649900983e+01	-6.267368484487269598e+01	-8.894371860854532486e+01	2.028794330153207426e+00	-1.779712056726580727e+02	-8.894371860701093624e+01
2.930000000000000000e+02	-6.273676095534109720e+01	-7.809410691299903817e+01	-7.809410691296537266e+01	-6.273676095511991235e+01	-8.895159313331413387e+01	2.014112760214260778e+00	-1.779858872388034570e+02	-8.895159313344565533e+01
2.940000000000000000e+02	-6.276811916115487122e+01	-7.815503731288896461e+01	-7.815503731335090265e+01	-6.276811916107772049e+01	-8.895548321547178716e+01	2.006853435246460649e+00	-1.779931465566828024e+02	-8.895548321831346072e+01
2.955000000000000000e+02	-6.281493431303029240e+01	-7.824602263034925898e+01	-7.824602263054239870e+01	-6.281493431333590394e+01	-8.896126044566081248e+01	1.996064551277575871e+00	-1.780039354458185983e+02	-8.896126044453613702e+01
2.975000000000000000e+02	-6.287694468131425651e+01	-7.836657892484394949e+01	-7.836657892401512981e+01	-6.287694468107762447e+01	-8.896885728059734788e+01	1.981863111792125931e+00	-1.780181368949910450e+02	-8.896885728163111651e+01
2.990000000000000000e+02	-6.292314905665358538e+01	-7.845643493626383247e+01	-7.845643493617542674e+01	-6.292314905657396196e+01	-8.897447689240364355e+01	1.971347251070692197e+00	-1.780286527485132808e+02	-8.897447689110141766e+01
3.000000000000000000e+02	-6.295380917077526561e+01	-7.851607460349030987e+01	-7.851607460400104799e+01	-6.295380917088444050e+01	-8.897818680883045772e+01	1.964400002922193522e+00	-1.780355999926596837e+02	-8.897818680928237711e+01
3.020000000000000000e+02	-6.301479061173441210e+01	-7.863472636426952533e+01	-7.863472636409080962e+01	-6.301479061201512621e+01	-8.898552061908436883e+01	1.950654996500583938e+00	-1.780493449974729288e+02	-8.898552062010681141e+01
3.035000000000000000e+02	-6.306023364025315914e+01	-7.872317194528670825e+01	-7.872317194318709710e+01	-6.306023364010728471e+01	-8.899094702808901047e+01	1.940474900464588703e+00	-1.780595251080095238e+02	-8.899094702874594986e+01
3.045000000000000000e+02	-6.309039102968087320e+01	-7.878187973875068906e+01	-7.878187973891459706e+01	-6.309039102973405022e+01	-8.899453003411139207e+01	1.933748410529425366e+00	-1.780662515810826392e+02	-8.899453003501935200e+01
3.065000000000000000e+02	-6.315037843606110357e+01	-7.889868761944300957e+01	-7.889868762091644783e+01	-6.315037843583337462e+01	-8.900161445503762536e+01	1.920437745100433968e+00	-1.780795622574153754e+02	-8.900161445601305843e+01
3.085000000000000000e+02	-6.320993477536895711e+01	-7.901469469963227255e+01	-7.901469469983241822e+01	-6.320993477574405262e+01	-8.900859216270600882e+01	1.907313358628404787e+00	-1.780926866263303339e+02	-8.900859216382423256e+01
3.090000000000000000e+02	-6.322475725816388348e+01	-7.904357265952120315e+01	-7.904357265840631896e+01	-6.322475725817226078e+01	-8.901032020326449867e+01	1.904060910999982426e+00	-1.780959390667296418e+02	-8.901032020236823428e+01
3.110000000000000000e+02	-6.328378373096082044e+01	-7.915859440413314019e+01	-7.915859440323357887e+01	-6.328378373078854224e+01	-8.901716792487205510e+01	1.891163895431128061e+00	-1.781088361115073155e+02	-8.901716792371148301e+01
3.130000000000000000e+02	-6.334239330662995826e+01	-7.927284012516770417e+01	-7.927284012640613753e+01	-6.334239330672594548e+01	-8.902391429243476750e+01	1.878444399280250865e+00	-1.781215555981936518e+02	-8.902391429334045370e+01
3.135000000000000000e+02	-6.335698127466854856e+01	-7.930128155402184120e+01	-7.930128155459929928e+01	-6.335698127466849172e+01	-8.902558531583639478e+01	1.875291842851329882e+00	-1.781247081610174803e+02	-8.902558531648419660e+01
3.155000000000000000e+02	-6.341507824694275541e+01	-7.941457218253148653e+01	-7.941457218204438107e+01	-6.341507824719344910e+01	-8.903220817063299819e+01	1.862789077266709725e+00	-1.781372109213645274e+02	-8.903220817320401181e+01
3.175000000000000000e+02	-6.347277178731555125e+01	-7.952711041064766562e+01	-7.952711041074519471e+01	-6.347277178757984473e+01	-8.903873467764155691e+01	1.850455644461494131e+00	-1.781495443442198336e+02	-8.903873467608903525e+01
3.180000000000000000e+02	-6.348713281572688061e+01	-7.955512859935419101e+01	-7.955512859847402751e+01	-6.348713281538120157e+01	-8.904035149734815491e+01	1.847398353168935081e+00	-1.781526016506710448e+02	-8.904035149792692039e+01
3.200000000000000000e+02	-6.354433016587466909e+01	-7.966674057336066994e+01	-7.966674057358285665e+01	-6.354433016569789316e+01	-8.904676053127302282e+01	1.835271695675959602e+00	-1.781647282994246950e+02	-8.904676053119115409e+01
3.220000000000000000e+02	-6.360113689053423514e+01	-7.977762268983352101e+01	-7.977762268941252444e+01	-6.360113689053237351e+01	-8.905307788597208685e+01	1.823306680994831730e+00	-1.781766933197019682e+02	-8.905307788627645493e+01
3.230000000000000000e+02	-6.362939548926825495e+01	-7.983279308764066684e+01	-7.983279308675290054e+01	-6.362939548924281041e+01	-8.905620280480107454e+01	1.817383768859728077e+00	-1.781826162427489351e+02	-8.905620280389676680e+01
3.245000000000000000e+02	-6.367160433484848880e+01	-7.991521371230086856e+01	-7.991521371279687003e+01	-6.367160433490533933e+01	-8.906084866360001229e+01	1.808572716868529273e+00	-1.781914272783883462e+02	-8.906084866258647992e+01
3.265000000000000000e+02	-6.372755205317310612e+01	-8.002448876810623801e+01	-8.002448876974496272e+01	-6.372755205311604954e+01	-8.906696688578990972e+01	1.796959526311131539e+00	-1.782030404738996481e+02	-8.906696688516557003e+01
3.280000000000000000e+02	-6.376926764584651153e+01	-8.010598579230021699e+01	-8.010598579362260807e+01	-6.376926764597396868e+01	-8.907149937268570739e+01	1.788349104494267428e+00	-1.782116508995419508e+02	-8.907149937163750053e+01
3.290000000000000000e+02	-6.379696248764847155e+01	-8.016010057920135523e+01	-8.016010057752140483e+01	-6.379696248754862609e+01	-8.907449470179082596e+01	1.782655484223965692e+00	-1.782173445314773517e+02	-8.907449470223605204e+01
3.310000000000000000e+02	-6.385207768891113744e+01	-8.026781544253056211e+01	-8.026781544265668344e+01	-6.385207768900070135e+01	-8.908042316875329902e+01	1.771378539922117801e+00	-1.782286214650434317e+02	-8.908042317156612455e+01
3.330000000000000000e+02	-6.390683105918264317e+01	-8.037485138959283404e+01	-8.037485139117819699e+01	-6.390683105945850428e+01	-8.908627015853753051e+01	1.760246286073311239e+00	-1.782397537146524087e+02	-8.908627015816270500e+01
3.335000000000000000e+02	-6.392046344028362626e+01	-8.040150531773223008e+01	-8.040150531748417961e+01	-6.392046344059447449e+01	-8.908771937376417327e+01	1.757485486264751984e+00	-1.782425145072255361e+02	-8.908771937196891599e+01
3.355000000000000000e+02	-6.397477137827500115e+01	-8.050770479549245806e+01	-8.050770479702254079e+01	-6.397477137834368932e+01	-8.909346687430925726e+01	1.746530146481334755e+00	-1.782534698481825330e+02	-8.909346687649215824e+01
3.375000000000000000e+02	-6.402872833272125774e+01	-8.061324464541254997e+01	-8.061324464544965451e+01	-6.402872833287035803e+01	-8.909913662515693034e+01	1.735713251718288053e+00	-1.782642867514963427e+02	-8.909913662797632128e+01
3.385000000000000000e+02	-6.405557665153982327e+01	-8.066576980884244108e+01	-8.066576980989280798e+01	-6.405557665146891111e+01	-8.910194284197054060e+01	1.730355895925450138e+00	-1.782696441137503882e+02	-8.910194284282461297e+01
3.400000000000000000e+02	-6.409568804690353261e+01	-8.074425448320185694e+01	-8.074425448401052563e+01	-6.409568804714837142e+01	-8.910611688764606697e+01	1.722382760946964630e+00	-1.782776172171621738e+02	-8.910611688664862129e+01
3.420000000000000000e+02	-6.414887218747907127e+01	-8.084834027993146321e+01	-8.084834027773710829e+01	-6.414887218779895761e+01	-8.911161741939665148e+01	1.711867785736038483e+00	-1.782881322077108450e+02	-8.911161742036419753e+01
3.440000000000000000e+02	-6.420172015242005159e+01	-8.095179285613640729e+01	-8.095179285848823270e+01	-6.420172015227844042e+01	-8.911704518950675435e+01	1.701482861633578647e+00	-1.782985171263017889e+02	-8.911704518944640085e+01
3.445000000000000000e+02	-6.421488012937109602e+01	-8.097755798011354500e+01	-8.097755797922951615e+01	-6.421488012944811885e+01	-8.911839093526016597e+01	1.698906672936626006e+00	-1.783010933338266284e+02	-8.911839093328644879e+01
3.465000000000000000e+02	-6.426731400008640094e+01	-8.108022999189896041e+01	-8.108022999067713954e+01	-6.426731399988723581e+01	-8.912372978173705462e+01	1.688680889665818752e+00	-1.783113190963442491e+02	-8.912372978133244317e+01
3.485000000000000000e+02	-6.431942139147491844e+01	-8.118228613642958180e+01	-8.118228613593512932e+01	-6.431942139146954673e+01	-8.912899907020069179e+01	1.678579779408263084e+00	-1.783214202201190517e+02	-8.912899906997454025e+01
3.490000000000000000e+02	-6.433239771740802837e+01	-8.120770482259237610e+01	-8.120770482358588538e+01	-6.433239771768452897e+01	-8.913030568333465453e+01	1.676073708681598440e+00	-1.783239262925090145e+02	-8.913030568278291810e+01
3.510000000000000000e+02	-6.438410286733018495e+01	-8.130900163959134375e+01	-8.130900163847303475e+01	-6.438410286748282374e+01	-8.913548993237408524e+01	1.666125189769928738e+00	-1.783338748169113330e+02	-8.913548993165460388e+01
3.530000000000000000e+02	-6.443549081134645462e+01	-8.140969922736628916e+01	-8.140969922833710370e+01	-6.443549081129579292e+01	-8.914060763294492062e+01	1.656296234091296116e+00	-1.783437037805163072e+02	-8.914060763420755507e+01
3.545000000000000000e+02	-6.447382600707250333e+01	-8.148483349467511516e+01	-8.148483349550227217e+01	-6.447382600731725688e+01	-8.914440301310024495e+01	1.649001628821718857e+00	-1.783509983523265703e+02	-8.914440301302155945e+01
3.555000000000000000e+02	-6.449928574470355613e+01	-8.153473946587337196e+01	-8.153473946485107149e+01	-6.449928574482386523e+01	-8.914691313310234477e+01	1.644174821259884123e+00	-1.783558251786371613e+02	-8.914691313243683624e+01
3.575000000000000000e+02	-6.454997445557683022e+01	-8.163411482259958518e+01	-8.163411482418466392e+01	-6.454997445550506541e+01	-8.915188574631024210e+01	1.634606977243948434e+00	-1.783653930373833134e+02	-8.915188574627445917e+01
3.595000000000000000e+02	-6.460035865802262833e+01	-8.173291380106152815e+01	-8.173291380016084418e+01	-6.460035865754829842e+01	-8.915679586357252617e+01	1.625151801788288441e+00	-1.783748482220104847e+02	-8.915679586323432204e+01
3.605000000000000000e+02	-6.462543774296926813e+01	-8.178209926583670608e+01	-8.178209926321301282e+01	-6.462543774271574648e+01	-8.915922785515256521e+01	1.620465805725088915e+00	-1.783795341969679100e+02	-8.915922785408810114e+01
3.620000000000000000e+02	-6.466291640201083624e+01	-8.185561227655477978e+01	-8.185561227817075292e+01	-6.466291640201463053e+01	-8.916284741382420975e+01	1.613488176574447985e+00	-1.783865118254531410e+02	-8.916284741425400284e+01
3.640000000000000000e+02	-6.471262906528281178e+01	-8.195313894112912578e+01	-8.195313894227547280e+01	-6.471262906499669043e+01	-8.916762117746984018e+01	1.604279214577711610e+00	-1.783957207943830667e+02	-8.916762117671801491e+01
3.660000000000000000e+02	-6.476204915344520430e+01	-8.205011076926480484e+01	-8.205011077033179845e+01	-6.476204915332617418e+01	-8.917233616461008694e+01	1.595176550377512381e+00	-1.784048234588875914e+02	-8.917233616500455184e+01
3.665000000000000000e+02	-6.477435887553393457e+01	-8.207426778317979199e+01	-8.207426778209458007e+01	-6.477435887554554483e+01	-8.917350585540091856e+01	1.592917271731200790e+00	-1.784070827329338442e+02	-8.917350585579815458e+01
3.685000000000000000e+02	-6.482341819876475597e+01	-8.217055502756161900e+01	-8.217055502848018023e+01	-6.482341819883127698e+01	-8.917814889590202654e+01	1.583944883744990983e+00	-1.784160551205257264e+02	-8.917814889627864261e+01
3.705000000000000000e+02	-6.487219279398966876e+01	-8.226630164211383089e+01	-8.226630164155065472e+01	-6.487219279375271697e+01	-8.918273556572233929e+01	1.575074667470532930e+00	-1.784249253283880705e+02	-8.918273556550970227e+01
3.715000000000000000e+02	-6.489647437840835664e+01	-8.231397413290730469e+01	-8.231397413298013532e+01	-6.489647437825473730e+01	-8.918500808254236745e+01	1.570677341827579232e+00	-1.784293226686192213e+02	-8.918500808104195698e+01
3.730000000000000000e+02	-6.493276578819595102e+01	-8.238523398369170536e+01	-8.238523398259675901e+01	-6.493276578847699909e+01	-8.918839118886631923e+01	1.564127903617412718e+00	-1.784358720843845845e+02	-8.918839118739731475e+01
3.750000000000000000e+02	-6.498091202550475032e+01	-8.247978644978870477e+01	-8.247978644956279481e+01	-6.498091202508244635e+01	-8.919285472971596107e+01	1.555481243371060973e+00	-1.784445187666437391e+02	-8.919285473010798171e+01
3.770000000000000000e+02	-6.502878431050029917e+01	-8.257381784457054152e+01	-8.257381784615019171e+01	-6.502878431041317242e+01	-8.919726513760220143e+01	1.546931139009525724e+00	-1.784530688358629220e+02	-8.919726513934804757e+01
3.775000000000000000e+02	-6.504070995216795836e+01	-8.259724495887148521e+01	-8.259724495790138121e+01	-6.504070995214382833e+01	-8.919835955357751800e+01	1.544808538964261624e+00	-1.784551914706617026e+02	-8.919835955199334876e+01
3.795000000000000000e+02	-6.508824427740228202e+01	-8.269063316553081222e+01	-8.269063316330438340e+01	-6.508824427776856680e+01	-8.920270487919717084e+01	1.536376898811245395e+00	-1.784636230922830009e+02	-8.920270487759988498e+01
3.815000000000000000e+02	-6.513551175065471455e+01	-8.278351321007187380e+01	-8.278351321302422150e+01	-6.513551175080326061e+01	-8.920699916769065396e+01	1.528038268595707461e+00	-1.784719617395943771e+02	-8.920699916870418633e+01
3.835000000000000000e+02	-6.518251543574433526e+01	-8.287589069479692228e+01	-8.287589069594426405e+01	-6.518251543576455731e+01	-8.921124332244460220e+01	1.519791034427977472e+00	-1.784802089613865803e+02	-8.921124332266948898e+01
