Frequency(Hz)	Mag_Ydd(dB)	Mag_Ydq(dB)	Mag_Yqd(dB)	Mag_Yqq(dB)	Phase_Ydd(deg)	Phase_Ydq(deg)	Phase_Yqd(deg)	Phase_Yqq(deg)
7.000000000000000000e+01	-6.476136012244015205e+01	-7.599246543569623213e+01	-7.178432265624752517e+01	-5.410441335174017041e+01	6.844492565172126319e+01	-2.379315686864822510e+01	1.035716118240305974e+02	6.413196407317705905e+01
7.100000000000000000e+01	-6.454694549962111694e+01	-7.584417074652803592e+01	-7.176347298356017745e+01	-5.412015848835338261e+01	6.791610942329374723e+01	-2.503008139714606273e+01	1.032418044633388661e+02	6.345762264921594920e+01
7.200000000000000000e+01	-6.433893706527969414e+01	-7.569813804730380014e+01	-7.173913814978645576e+01	-5.413406207990973229e+01	6.738882322490717058e+01	-2.626323542381911835e+01	1.029032694540623822e+02	6.279142562498886804e+01
7.250000000000000000e+01	-6.423722180117292169e+01	-7.562593938398994453e+01	-7.172571149343053776e+01	-5.414034465211705793e+01	6.712568744617617256e+01	-2.687847592832391896e+01	1.027305947828443493e+02	6.246121419650554429e+01
7.350000000000000000e+01	-6.403816011811971975e+01	-7.548311892068015538e+01	-7.169643812403718641e+01	-5.415161504971442241e+01	6.660031347786308231e+01	-2.810642234444781806e+01	1.023778873528679014e+02	6.180625790350244131e+01
7.450000000000000000e+01	-6.384466486383854544e+01	-7.534233242418179088e+01	-7.166406366668481098e+01	-5.416121520679609347e+01	6.607598604175520052e+01	-2.933118196962293567e+01	1.020150941683725136e+02	6.115818364985427991e+01
7.550000000000000000e+01	-6.365644833140506620e+01	-7.520350317863480427e+01	-7.162873953055752452e+01	-5.416921248213527917e+01	6.555254161223479059e+01	-3.055297167222953192e+01	1.016417664519842532e+02	6.051653182027769873e+01
7.600000000000000000e+01	-6.356423618550241628e+01	-7.513480019051050363e+01	-7.161001847201583814e+01	-5.417263109289493883e+01	6.529110413716844619e+01	-3.116281609556990873e+01	1.014509801993635421e+02	6.019797920425662596e+01
7.700000000000000000e+01	-6.338344860166382944e+01	-7.499877854004922995e+01	-7.157054960030308166e+01	-5.417834858638678952e+01	6.476870896707016811e+01	-3.238053679191691003e+01	1.010611208860312615e+02	5.956515241809635341e+01
7.800000000000000000e+01	-6.320731735488887182e+01	-7.486455242324035453e+01	-7.152850101225766366e+01	-5.418262796169653228e+01	6.424684859346452015e+01	-3.359578833928508601e+01	1.006598218936845797e+02	5.893770393628300042e+01
7.900000000000000000e+01	-6.303562663231726759e+01	-7.473206764127266410e+01	-7.148401652310826648e+01	-5.418553349630411020e+01	6.372540471345001833e+01	-3.480875470251422144e+01	1.002468019252578557e+02	5.831525569434969469e+01
7.950000000000000000e+01	-6.295138344717863532e+01	-7.466646304456423877e+01	-7.146090492027001062e+01	-5.418649066041574969e+01	6.346480429076650864e+01	-3.541443778369091433e+01	1.000358613844131241e+02	5.800579268495373242e+01
8.050000000000000000e+01	-6.278598398017598470e+01	-7.453649993841871435e+01	-7.141303021457991917e+01	-5.418745371379188924e+01	6.294378599958328380e+01	-3.662430131301015734e+01	9.960482368644281337e+01	5.739018231134526360e+01
8.200000000000000000e+01	-6.254527423670779029e+01	-7.434459508525721105e+01	-7.133734339216223930e+01	-5.418663429448886859e+01	6.216254085763790016e+01	-3.843564590891073607e+01	9.893522681177377365e+01	5.647444606194770245e+01
8.250000000000000000e+01	-6.246692622232966130e+01	-7.428141918585700409e+01	-7.131114776414359824e+01	-5.418578725740765378e+01	6.190215818236987388e+01	-3.903858594069249932e+01	9.870587533904144095e+01	5.617109348815297665e+01
8.300000000000000000e+01	-6.238949065860695953e+01	-7.421863174637296368e+01	-7.128449571575963262e+01	-5.418466624109922236e+01	6.164177692850535095e+01	-3.964113032651448520e+01	9.847332489272707789e+01	5.586863138301162479e+01
8.450000000000000000e+01	-6.216247910040189595e+01	-7.403256612311137985e+01	-7.120196073515025148e+01	-5.417972847939856251e+01	6.086054642056095787e+01	-4.144658830432045704e+01	9.775698082172590375e+01	5.496622406721080267e+01
8.550000000000000000e+01	-6.201538288054608472e+01	-7.391040083392479687e+01	-7.114494253500082266e+01	-5.417519671690850203e+01	6.033957586183063881e+01	-4.264856739324972779e+01	9.726363094162168466e+01	5.436845434205834238e+01
8.600000000000000000e+01	-6.194306082353976706e+01	-7.384987220975969535e+01	-7.111587995802184992e+01	-5.417258007397150266e+01	6.007902401581242202e+01	-4.324910310359157961e+01	9.701218411070898640e+01	5.407063047450581195e+01
8.700000000000000000e+01	-6.180079478622250377e+01	-7.372990997125779700e+01	-7.105672192097304674e+01	-5.416667865342859045e+01	5.955775299455709870e+01	-4.444934480441406066e+01	9.649988279673466707e+01	5.347695762552532983e+01
8.850000000000000000e+01	-6.159313399452611293e+01	-7.355266639622611535e+01	-7.096561455329451462e+01	-5.415625763564014505e+01	5.877534317115753026e+01	-4.624782366960030089e+01	9.570781969581217652e+01	5.259099593364912550e+01
8.900000000000000000e+01	-6.152539187130474829e+01	-7.349429605077293104e+01	-7.093466791439682595e+01	-5.415239222098023220e+01	5.851438553917402885e+01	-4.684686094763773667e+01	9.543747508247429323e+01	5.229679108996263892e+01
9.000000000000000000e+01	-6.139205135904143162e+01	-7.337861074423227592e+01	-7.087198980847162488e+01	-5.414411133965763412e+01	5.799221007716489140e+01	-4.804432755077527162e+01	9.488747447812728808e+01	5.170991124461598076e+01
9.150000000000000000e+01	-6.119722960405893275e+01	-7.320769562817289966e+01	-7.077620183719221814e+01	-5.413040930032870790e+01	5.720824027849694460e+01	-4.983915669559331718e+01	9.403923181260891795e+01	5.083310396165312994e+01
9.200000000000000000e+01	-6.113362978329470110e+01	-7.315141459156001247e+01	-7.074384934598732855e+01	-5.412552517674193098e+01	5.694671576379585787e+01	-5.043710337647146247e+01	9.375029239689135352e+01	5.054169441480522806e+01
9.250000000000000000e+01	-6.107068323992236003e+01	-7.309547714243350924e+01	-7.071130668426125965e+01	-5.412049199708509661e+01	5.668508505865351310e+01	-5.103490450880895679e+01	9.345835622079955840e+01	5.025068055363986019e+01
9.400000000000000000e+01	-6.088566808729049029e+01	-7.292971311582883231e+01	-7.061264617132738408e+01	-5.410455975305830378e+01	5.589953764292876315e+01	-5.282748799428107844e+01	9.256428627350335603e+01	4.937986329767729643e+01
9.500000000000000000e+01	-6.076542052236023039e+01	-7.282090185714885422e+01	-7.054612680547022308e+01	-5.409330010604545436e+01	5.537527345107362464e+01	-5.402194020562512833e+01	9.195331117906501106e+01	4.880100966864096534e+01
9.550000000000000000e+01	-6.070619953945449510e+01	-7.276700334185544250e+01	-7.051267664048103256e+01	-5.408749525078511766e+01	5.511296708058800675e+01	-5.461900637209255649e+01	9.164342257454073604e+01	4.851204564336266856e+01
9.700000000000000000e+01	-6.053205095581616746e+01	-7.260732770697731553e+01	-7.041168480577755417e+01	-5.406944663807432505e+01	5.432534211347457642e+01	-5.640962072926041060e+01	9.069620194691482595e+01	4.764685663962928430e+01
9.800000000000000000e+01	-6.041880388510850963e+01	-7.250255593694066647e+01	-7.034392535570356131e+01	-5.405693699839186195e+01	5.379966495662494452e+01	-5.760293280642902403e+01	9.005041441658909207e+01	4.707136002249625761e+01
9.850000000000000000e+01	-6.036301406683007542e+01	-7.245067251472748637e+01	-7.030994591655212389e+01	-5.405055404458562407e+01	5.353664781115199389e+01	-5.819947371798038205e+01	8.972331543389078945e+01	4.678396714546573776e+01
1.005000000000000000e+02	-6.014525462837334402e+01	-7.224648128692513183e+01	-7.017357144224318688e+01	-5.402428427760789020e+01	5.248340124089759229e+01	-6.058493203393674520e+01	8.838720954976010091e+01	4.563655697192812966e+01
1.010000000000000000e+02	-6.009213250058135003e+01	-7.219626823994407516e+01	-7.013940795745267565e+01	-5.401755600749752517e+01	5.221979918117767028e+01	-6.118113372155951168e+01	8.804638380320032809e+01	4.535020288029846824e+01
1.020000000000000000e+02	-5.998742661128299858e+01	-7.209684345609611000e+01	-7.007105916248148958e+01	-5.400393785316303763e+01	5.169225427879577950e+01	-6.237336039641208885e+01	8.735682357683565158e+01	4.477803829297124594e+01
1.035000000000000000e+02	-5.983412785533082712e+01	-7.195020921439571282e+01	-6.996859980540322965e+01	-5.398317348317414144e+01	5.090011045119237565e+01	-6.416126982088022146e+01	8.630302671688798455e+01	4.392106261945033907e+01
1.040000000000000000e+02	-5.978400906866326636e+01	-7.190199870810347704e+01	-6.993449359892794348e+01	-5.397617956883708246e+01	5.063585016040973130e+01	-6.475712482722377672e+01	8.594665095522451281e+01	4.363572323314831891e+01
1.050000000000000000e+02	-5.968521123325616173e+01	-7.180657994643367203e+01	-6.986639959145050227e+01	-5.396210695691742387e+01	5.010702393230066320e+01	-6.594866822660291916e+01	8.522647969703761817e+01	4.306549286407699384e+01
1.065000000000000000e+02	-5.954053976232791001e+01	-7.166595962364236527e+01	-6.976465815924997571e+01	-5.394084652009694025e+01	4.931306043355090907e+01	-6.773555000974263862e+01	8.412801923820926220e+01	4.221121943791992948e+01
1.070000000000000000e+02	-5.949323707240128556e+01	-7.161975565973131097e+01	-6.973087692837469831e+01	-5.393373504069578672e+01	4.904822456871031022e+01	-6.833105452428053184e+01	8.375709783524614238e+01	4.192673760175411246e+01
1.085000000000000000e+02	-5.935402902071906794e+01	-7.148315578512288937e+01	-6.963002911133210660e+01	-5.391237655344529855e+01	4.825321630192570410e+01	-7.011718455423594776e+01	8.263057754648465902e+01	4.107408567375028952e+01
1.095000000000000000e+02	-5.926343089015344390e+01	-7.139376836247356550e+01	-6.956326896838889695e+01	-5.389815376648918743e+01	4.772282906787452106e+01	-7.130758774497189734e+01	8.186832384241617433e+01	4.050630388981559804e+01
1.100000000000000000e+02	-5.921878162554450853e+01	-7.134957922478599812e+01	-6.953004754989991909e+01	-5.389105766363847039e+01	4.745753216641975314e+01	-7.190267434489990706e+01	8.148390100182997742e+01	4.022260765336590538e+01
1.120000000000000000e+02	-5.904442477718447435e+01	-7.117619365999289016e+01	-6.939836042221151047e+01	-5.386284882083454306e+01	4.639574805026769155e+01	-7.428218401234978785e+01	7.992509921073586554e+01	3.908911682548168187e+01
1.125000000000000000e+02	-5.900187679007967745e+01	-7.113369152154427866e+01	-6.936576514348539035e+01	-5.385585611492551550e+01	4.613017405386996472e+01	-7.487683169010418283e+01	7.953026847641886832e+01	3.880607163668851456e+01
1.135000000000000000e+02	-5.891800502096371872e+01	-7.104970245864049616e+01	-6.930099921283708397e+01	-5.384196373287609561e+01	4.559890394119387480e+01	-7.606581531026105836e+01	7.873461203216311333e+01	3.824038589878502137e+01
1.150000000000000000e+02	-5.879520594165120428e+01	-7.092626151540643775e+01	-6.920498784957077021e+01	-5.382139938011107461e+01	4.480176315780622787e+01	-7.784843957414986448e+01	7.752664856823359685e+01	3.739289582831443681e+01
1.155000000000000000e+02	-5.875506177032530530e+01	-7.088579376256342357e+01	-6.917330739593059263e+01	-5.381462828090264594e+01	4.453600590589483232e+01	-7.844240058153916095e+01	7.712027402291121803e+01	3.711068471441448935e+01
1.170000000000000000e+02	-5.863695095423753401e+01	-7.076643219040120414e+01	-6.907928940027633757e+01	-5.379460388038239671e+01	4.373867430903597864e+01	-8.022344917082975257e+01	7.589029977827290452e+01	3.626495401833144427e+01
1.180000000000000000e+02	-5.856011405032233341e+01	-7.068856187927460155e+01	-6.901750857298993935e+01	-5.378151866981349372e+01	4.320712154198193389e+01	-8.141006023906176381e+01	7.506162490011315924e+01	3.570191717928035047e+01
1.190000000000000000e+02	-5.848477203740068120e+01	-7.061205714663088884e+01	-6.895648197781234501e+01	-5.376866680791646047e+01	4.267561985386750223e+01	-8.259600369919985496e+01	7.422626541538930667e+01	3.513954282312205635e+01
1.205000000000000000e+02	-5.837451130925310849e+01	-7.049986434658620738e+01	-6.886642123098508250e+01	-5.374986451111978170e+01	4.187855889649921437e+01	-8.437354203821784893e+01	7.296121877726157834e+01	3.429729675787029919e+01
1.210000000000000000e+02	-5.833848047594727859e+01	-7.046315137344605262e+01	-6.883680767127535205e+01	-5.374373246445523478e+01	4.161294547218247430e+01	-8.496565577658196844e+01	7.253643364144539873e+01	3.401691785023839287e+01
1.230000000000000000e+02	-5.819789821450667944e+01	-7.031972662916996342e+01	-6.872048347124355416e+01	-5.371993038438561996e+01	4.055101073930305233e+01	-8.733191606739363522e+01	7.082267339271335516e+01	3.289737638526020191e+01
1.235000000000000000e+02	-5.816362473392332078e+01	-7.028472783913534272e+01	-6.869195004113478831e+01	-5.371417039793003312e+01	4.028568574860941709e+01	-8.792289125395123506e+01	7.039072145615872955e+01	3.261801060359543669e+01
1.250000000000000000e+02	-5.806285638326185961e+01	-7.018179078389356107e+01	-6.860770278203352746e+01	-5.369737585209332309e+01	3.949018581829703578e+01	-8.969425820206713240e+01	6.908682947259872265e+01	3.178125043175208830e+01
1.260000000000000000e+02	-5.799736255265113982e+01	-7.011488245764245164e+01	-6.855269559920951394e+01	-5.368659867889452642e+01	3.896030731178101547e+01	-9.087378654360433927e+01	6.821119493828004465e+01	3.122457988903762072e+01
1.265000000000000000e+02	-5.796511380795539736e+01	-7.008194319674240091e+01	-6.852554751379707909e+01	-5.368134006496148203e+01	3.869552229565239543e+01	-9.146310955348816663e+01	6.777155708247624943e+01	3.094661276247177639e+01
1.285000000000000000e+02	-5.783938458215271083e+01	-6.995361826208987566e+01	-6.841936743152785994e+01	-5.366120521852654690e+01	3.763755060416806941e+01	-9.381723431971494165e+01	6.600141751805290369e+01	2.983734392260002721e+01
1.290000000000000000e+02	-5.780875702963578533e+01	-6.992239464766007018e+01	-6.839343606002516651e+01	-5.365640256726215540e+01	3.737337969936805138e+01	-9.440492660170529859e+01	6.555612389137831997e+01	2.956070743319710203e+01
1.305000000000000000e+02	-5.771876904306538592e+01	-6.983077971379921678e+01	-6.831715236055690355e+01	-5.364256593389007577e+01	3.658173521536763673e+01	-9.616584214442742962e+01	6.421410998749819043e+01	2.873253001378149918e+01
1.315000000000000000e+02	-5.766033362550882657e+01	-6.977141468553347181e+01	-6.826756892549310862e+01	-5.363382845684803613e+01	3.605475559960380139e+01	-9.733788337138260260e+01	6.331455735802758511e+01	2.818192032630836508e+01
1.330000000000000000e+02	-5.757497138446429119e+01	-6.968492986385309962e+01	-6.819513466500941945e+01	-5.362147079153250218e+01	3.526557983661394502e+01	-9.909289351403144508e+01	6.195844275857682959e+01	2.735839739688955774e+01
1.340000000000000000e+02	-5.751956529742602697e+01	-6.962897834638519612e+01	-6.814815735779704653e+01	-5.361374043981221149e+01	3.474039363906417321e+01	-1.002607500063944599e+02	6.105015589788865782e+01	2.681105168303324859e+01
1.350000000000000000e+02	-5.746534107914132505e+01	-6.957438770262700700e+01	-6.810224147673979189e+01	-5.360642321969422142e+01	3.421600657598033735e+01	-1.014267915211806610e+02	6.013873576971458590e+01	2.626510232079296259e+01
1.365000000000000000e+02	-5.738618425337028839e+01	-6.949504636718418737e+01	-6.803537901348691719e+01	-5.359623234791426682e+01	3.343102479689563467e+01	-1.031722734539994093e+02	5.876617790139017217e+01	2.544890941492529635e+01
1.370000000000000000e+02	-5.736037164079158401e+01	-6.946927614965966313e+01	-6.801363044027981175e+01	-5.359304709009209233e+01	3.316981328359868542e+01	-1.037531039744115731e+02	5.830730046379177622e+01	2.517759952527435985e+01
1.390000000000000000e+02	-5.725993199681176549e+01	-6.936956580980971410e+01	-6.792936510720591059e+01	-5.358137404575272456e+01	3.212736062424755801e+01	-1.060711773187952360e+02	5.646571772538494827e+01	2.409629960572959462e+01
1.395000000000000000e+02	-5.723551480095669319e+01	-6.934547810604496476e+01	-6.790898484679462399e+01	-5.357872451632903221e+01	3.186737311733116229e+01	-1.066493322576669271e+02	5.600392292008822892e+01	2.382699107610077149e+01
1.415000000000000000e+02	-5.714055794955368128e+01	-6.925246918163860244e+01	-6.783021935146875592e+01	-5.356921051730495975e+01	3.083008599241393810e+01	-1.089561865962249527e+02	5.415180670107361749e+01	2.275401001113472432e+01
1.420000000000000000e+02	-5.711748701765016278e+01	-6.923004912866144878e+01	-6.781121943103060801e+01	-5.356710392502228757e+01	3.057145592570751091e+01	-1.095314080501259326e+02	5.368765914089767222e+01	2.248685831052584660e+01
1.435000000000000000e+02	-5.704984735033760757e+01	-6.916477443493435828e+01	-6.775589178829565640e+01	-5.356143731507123817e+01	2.979730676544562229e+01	-1.112533336645904996e+02	5.229292567959728899e+01	2.168812189499740839e+01
1.445000000000000000e+02	-5.700604633963696699e+01	-6.912290518837775721e+01	-6.772039910186884981e+01	-5.355820487341252090e+01	2.928270744685815075e+01	-1.123980655805247721e+02	5.136139495630452245e+01	2.115795491236164594e+01
1.460000000000000000e+02	-5.694224564261426735e+01	-6.906255600287875041e+01	-6.766925241977482131e+01	-5.355417348697109503e+01	2.851315406116657414e+01	-1.141101370034351419e+02	4.996196973534372177e+01	2.036630281868809789e+01
1.470000000000000000e+02	-5.690095755773307218e+01	-6.902394957166984568e+01	-6.763655172359089818e+01	-5.355202935158090582e+01	2.800173589151106768e+01	-1.152480531566678508e+02	4.902785252689173490e+01	1.984099697927183215e+01
1.480000000000000000e+02	-5.686064907472393060e+01	-6.898663585466620418e+01	-6.760496808031105331e+01	-5.355031860070642580e+01	2.749165320422540049e+01	-1.163831065759740113e+02	4.809299218232900586e+01	1.931771004690965299e+01
1.495000000000000000e+02	-5.680199169592939512e+01	-6.893307244994139182e+01	-6.755968610834776200e+01	-5.354856111487026737e+01	2.672910798124344467e+01	-1.180801523172266201e+02	4.668966474302840908e+01	1.853665338322081624e+01
1.505000000000000000e+02	-5.676406968654667651e+01	-6.889895685380894008e+01	-6.753089030939727877e+01	-5.354792565298191676e+01	2.622251170236856410e+01	-1.192077160337915274e+02	4.575364665320926605e+01	1.801858807731803580e+01
1.520000000000000000e+02	-5.670892609655211203e+01	-6.885015282074571985e+01	-6.748977932568516280e+01	-5.354777037509712301e+01	2.546534668119552691e+01	-1.208931767080192259e+02	4.434930420444526078e+01	1.724554119671685015e+01
1.530000000000000000e+02	-5.667330321262278403e+01	-6.881918373761885732e+01	-6.746375746859017397e+01	-5.354819431130607654e+01	2.496243328022603336e+01	-1.220127888913625895e+02	4.341308791685802504e+01	1.673292846883063234e+01
1.545000000000000000e+02	-5.662154421232679624e+01	-6.877505823879621971e+01	-6.742679402730964000e+01	-5.354961318917510482e+01	2.421092931014648997e+01	-1.236859875515797285e+02	4.200914391728707642e+01	1.596822011497859606e+01
1.550000000000000000e+02	-5.660473128667872800e+01	-6.876096610390663955e+01	-6.741502124552002329e+01	-5.355029339677709999e+01	2.396120587811185132e+01	-1.242420265058141666e+02	4.154133030790289638e+01	1.571445587510750741e+01
1.570000000000000000e+02	-5.653963587526238399e+01	-6.870764699692392696e+01	-6.737066603416883481e+01	-5.355403592203128227e+01	2.296628706463904379e+01	-1.264574916845381694e+02	3.967140238614543790e+01	1.470518979437950868e+01
1.575000000000000000e+02	-5.652389296929261064e+01	-6.869507350554137304e+01	-6.736025799484407628e+01	-5.355522440742674917e+01	2.271856630920944298e+01	-1.270091439922339447e+02	3.920433517345497165e+01	1.445433828452241087e+01
1.595000000000000000e+02	-5.646299724366325279e+01	-6.864776792734988931e+01	-6.732132089001194686e+01	-5.356097460664868493e+01	2.173180499385890130e+01	-1.292066534483620330e+02	3.733819242262793381e+01	1.345688798471713277e+01
1.600000000000000000e+02	-5.644828442293471937e+01	-6.863668225165898207e+01	-6.731225660358400376e+01	-5.356265835555176835e+01	2.148615850267902161e+01	-1.297537169616067558e+02	3.687226718044091456e+01	1.320902906240358732e+01
1.620000000000000000e+02	-5.639143112798696222e+01	-6.859526269732580772e+01	-6.727866181070437790e+01	-5.357035910944031087e+01	2.050782306779290565e+01	-1.319324918799963484e+02	3.501148040179224097e+01	1.222368951632631351e+01
1.625000000000000000e+02	-5.637770970819589422e+01	-6.858563195111587163e+01	-6.727092434842067803e+01	-5.357252265789399104e+01	2.026431352082943249e+01	-1.324747792612113813e+02	3.454708539924329358e+01	1.197889096036674417e+01
1.645000000000000000e+02	-5.632474698107899513e+01	-6.854996560255989380e+01	-6.724258538891635339e+01	-5.358211239074038446e+01	1.929463766518881229e+01	-1.346340892886611300e+02	3.269312474915944478e+01	1.100590764317231240e+01
1.650000000000000000e+02	-5.631197971807797131e+01	-6.854175630642214401e+01	-6.723614860955868267e+01	-5.358474045741579062e+01	1.905331931252353428e+01	-1.351714229408363792e+02	3.223060843329763969e+01	1.076422436080557432e+01
1.670000000000000000e+02	-5.626276119129754960e+01	-6.851170586746999902e+01	-6.721296990206576538e+01	-5.359615430887832588e+01	1.809250381951589404e+01	-1.373105877708914875e+02	3.038484748504007626e+01	9.803794313803079419e+00
1.680000000000000000e+02	-5.623924259323990782e+01	-6.849833311631707033e+01	-6.720290509163913839e+01	-5.360239310818278113e+01	1.761479439516384815e+01	-1.383739798497547895e+02	2.946472437576313652e+01	9.327381636497237949e+00
1.695000000000000000e+02	-5.620529703672876565e+01	-6.848030738358671954e+01	-6.718969018228845869e+01	-5.361240074196625471e+01	1.690163779239715325e+01	-1.399611948500975416e+02	2.808826342050013025e+01	8.617544039656323207e+00
1.705000000000000000e+02	-5.618353920047958638e+01	-6.846962910390510615e+01	-6.718212114676683200e+01	-5.361949764765127213e+01	1.642848792823241766e+01	-1.410140221936675857e+02	2.717324127024120628e+01	8.147518332502963645e+00
1.720000000000000000e+02	-5.615218489061379614e+01	-6.845559092478411856e+01	-6.717260626457155581e+01	-5.363076699403458036e+01	1.572222005982559878e+01	-1.425851795407904774e+02	2.580486266804573958e+01	7.447295075706175105e+00
1.730000000000000000e+02	-5.613212192283786806e+01	-6.844753445509967094e+01	-6.716747625497474417e+01	-5.363868769626854061e+01	1.525369263781976414e+01	-1.436271678249285912e+02	2.489550799581856921e+01	6.983697154675654772e+00
1.745000000000000000e+02	-5.610326209602466463e+01	-6.843737379433324008e+01	-6.716157738364691454e+01	-5.365116674797925356e+01	1.455439852443927329e+01	-1.451818755339912457e+02	2.353603135668629065e+01	6.293135144355864519e+00
1.760000000000000000e+02	-5.607585429818645650e+01	-6.842948674272447818e+01	-6.715780255914887675e+01	-5.366434741956737042e+01	1.385932224479476815e+01	-1.467265398975173980e+02	2.218225975362750546e+01	5.608379742254128608e+00
1.770000000000000000e+02	-5.605837305647145286e+01	-6.842547190582298811e+01	-6.715645100660593414e+01	-5.367351506770133085e+01	1.339829182754298387e+01	-1.477506771055326737e+02	2.128304339790973643e+01	5.155103001556111231e+00
1.785000000000000000e+02	-5.603331366296741578e+01	-6.842128469956335834e+01	-6.715614628616174286e+01	-5.368782392844887852e+01	1.271029051885432715e+01	-1.492783400846416271e+02	1.993934853693209064e+01	4.480025561990700567e+00
1.795000000000000000e+02	-5.601736901600429519e+01	-6.841969931819622275e+01	-6.715707593936546971e+01	-5.369772718013897617e+01	1.225399277604536685e+01	-1.502910403015013401e+02	1.904707374007631060e+01	4.033195436906561682e+00
1.815000000000000000e+02	-5.598726737328114211e+01	-6.841936940477140183e+01	-6.716160941743355295e+01	-5.371838357495945360e+01	1.134710292113678953e+01	-1.523025266329986493e+02	1.727127697668709772e+01	3.147251019367478531e+00
1.820000000000000000e+02	-5.598010803338723917e+01	-6.841987015433018371e+01	-6.716329176816815050e+01	-5.372372108901999610e+01	1.112157161476564937e+01	-1.528024789756567259e+02	1.682919798533045608e+01	2.927368759763889106e+00
1.840000000000000000e+02	-5.595290302455981646e+01	-6.842416084793265441e+01	-6.717218387868767593e+01	-5.374574490922223902e+01	1.022422159499510030e+01	-1.547905143160288617e+02	1.506858860920375420e+01	2.054235218641099259e+00
1.845000000000000000e+02	-5.594645467334476763e+01	-6.842579802324979710e+01	-6.717494108685757226e+01	-5.375141620113532070e+01	1.000107932907583752e+01	-1.552845644257139668e+02	1.463039881805755904e+01	1.837546527000769592e+00
1.865000000000000000e+02	-5.592204253989184792e+01	-6.843456088827981887e+01	-6.718806240471609215e+01	-5.377474531084347120e+01	9.113298070045672716e+00	-1.572488447985572293e+02	1.288569931077379316e+01	9.771402728006028937e-01
1.870000000000000000e+02	-5.591627988040415431e+01	-6.843729776407602117e+01	-6.719185936540525006e+01	-5.378073558312392777e+01	8.892550595159057991e+00	-1.577369218042326509e+02	1.245157231557737987e+01	7.636205872240353631e-01
1.890000000000000000e+02	-5.589456172887266661e+01	-6.845038523050061485e+01	-6.720907968603498261e+01	-5.380531025535634626e+01	8.014356059525608700e+00	-1.596771850888366941e+02	1.072343860555113082e+01	-8.416281816643332581e-02
1.900000000000000000e+02	-5.588448899686839155e+01	-6.845819262971619423e+01	-6.721888951520337230e+01	-5.381795801877247243e+01	7.578137187207997449e+00	-1.606400589896973656e+02	9.864479992621319582e+00	-5.042951111723470436e-01
1.915000000000000000e+02	-5.587034216488513039e+01	-6.847145048982436322e+01	-6.723507506900413944e+01	-5.383736757087461200e+01	6.927407979864935506e+00	-1.620752523663013278e+02	8.582552267936987889e+00	-1.129823348598913091e+00
1.930000000000000000e+02	-5.585732865169573813e+01	-6.848652997611635840e+01	-6.725299237738126124e+01	-5.385728996480928998e+01	6.280997909341891727e+00	-1.634994618730497109e+02	7.308565084616410523e+00	-1.749781374792173105e+00
1.940000000000000000e+02	-5.584927096323919216e+01	-6.849757569694574499e+01	-6.726588305114643163e+01	-5.387084926778570093e+01	5.852457165154519636e+00	-1.644428112220906826e+02	6.463716281742217795e+00	-2.160010908718095646e+00
1.960000000000000000e+02	-5.583460823682347751e+01	-6.852199846353276769e+01	-6.729388666165810662e+01	-5.389861615491932412e+01	5.001132335809717055e+00	-1.663147627134142681e+02	4.784928875297822515e+00	-2.973142494155486482e+00
1.965000000000000000e+02	-5.583124035050996525e+01	-6.852858152264344938e+01	-6.730134355453606076e+01	-5.390568994033530004e+01	4.789500057328451632e+00	-1.667796710048994555e+02	4.367529319527908349e+00	-3.174907564543640426e+00
1.985000000000000000e+02	-5.581893576935101464e+01	-6.855678161222007816e+01	-6.733295196629913448e+01	-5.393449963819978876e+01	3.947764037312855301e+00	-1.686269546718668266e+02	2.707251369799887009e+00	-3.975946348539590058e+00
1.990000000000000000e+02	-5.581614741001833124e+01	-6.856429162744814221e+01	-6.734129289425932541e+01	-5.394182835278421351e+01	3.738527811256651567e+00	-1.690856837640406525e+02	2.294531254558836331e+00	-4.174708764231406022e+00
2.010000000000000000e+02	-5.580612185387962398e+01	-6.859612968277923528e+01	-6.737637802212880445e+01	-5.397163394558390337e+01	2.906370796754247809e+00	-1.709082100243032016e+02	6.531463705591964430e-01	-4.963816251243821753e+00
2.025000000000000000e+02	-5.579976584973837817e+01	-6.862185801022070564e+01	-6.740446212094182954e+01	-5.399449137072910787e+01	2.287276882368081132e+00	-1.722620795483293819e+02	-5.678254882963401640e-01	-5.549455124620680024e+00
2.035000000000000000e+02	-5.579607131894778149e+01	-6.863987080396411500e+01	-6.742400835692922101e+01	-5.400996296297802246e+01	1.876937967474597402e+00	-1.731584505845045499e+02	-1.376965104778397953e+00	-5.936958128966969284e+00
2.055000000000000000e+02	-5.578995906080065481e+01	-6.867791342297367407e+01	-6.746503316530406380e+01	-5.404145107861076269e+01	1.061992121982819448e+00	-1.749362831664464863e+02	-2.983525358726022425e+00	-6.705009605291649244e+00
2.060000000000000000e+02	-5.578869288295918949e+01	-6.868783660579042305e+01	-6.747568421910565917e+01	-5.404943437846097254e+01	8.594489938412731567e-01	-1.753776346731017100e+02	-3.382707253523228985e+00	-6.895583822829248533e+00
2.080000000000000000e+02	-5.578465493826186616e+01	-6.872913957841886656e+01	-6.751983493447471574e+01	-5.408180030949675654e+01	5.404560129155579901e-02	-1.771306143303197871e+02	-4.969542845971168354e+00	-7.652174605176719879e+00
